CIN,Company_Name,ROC_Code,Category,Sub_Category,Class,Authorized_Capital,Paidup_Capital,Registration_Date,Address,Listing_Status,Status,State_Code,Company_Type,NIC_Code,Industry_Classification,State,snapshot_date,snapshot_name
U24299PN2019PTC181506,ANURIUSWELL PHARMACEUTICALS PRIAVTE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,100000.0,100000.0,2019-01-17 00:00:00,"54/2B, PLOT NO-24, GANESH TEMPLE   ASHIRWAD PARK,PUNE,Pune,Maharashtra,411060-India",Unlisted,Active,maharashtra,Indian,24299,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24299PN2019PTC187808,SKYI FKUR BIOPOLYMERS PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,70000000.0,53300000.0,2019-11-16 00:00:00,"PAP �x80x93S- 606364 MIDC CHAKAN INDUSTRIAL AREA   (PHASE II) TALUKA KHED,PUNE,Pune,Maharashtra,410501-India",Unlisted,Active,maharashtra,Indian,24299,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24299PN2020PTC192446,CHEMENGG RESEARCH PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,100000.0,100000.0,2020-07-28 00:00:00,"GAT NO-90, BUILDING N-2, FLAT NO-408,   RIVER RESIDENCY, JADHAVWADI, CHIKHALI,,PUNE,Pune,Maharashtra,411062-India",Unlisted,Active,maharashtra,Indian,24299,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24299PN2020PTC192728,VIDHI AYURVEDIC AND HERBAL PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,100000.0,10000.0,2020-08-06 00:00:00,"F NO A 206 TAHA HEIGHTS   NEAR PRANT OFFICE,RATNAGIRI,Mumbai City,Maharashtra,415605-India",Unlisted,Active,maharashtra,Indian,24299,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24299PN2021PTC202706,GOPADMA ORIGINS PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,500000.0,100000.0,2021-07-17 00:00:00,"F. No. 5, S.No.18/45/2 Indraprasth Park   Near Maratha Mandir Bavdhan Khurd,Pune,Pune,Maharashtra,411021-India",Unlisted,Active,maharashtra,Indian,24299,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24299PN2021PTC204056,ELARA PHARMACEUTICALS PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,500000.0,100000.0,2021-09-07 00:00:00,"GAT NO.1236, DATTA NAGAR,   10TH MAIL, HAVELI, WADKI,PUNE,Pune,Maharashtra,412308-India",Unlisted,Active,maharashtra,Indian,24299,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24299PN2022PTC212141,PANDHARPUR AGARBATTI INDUSTRIES PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,1000000.0,375000.0,2022-06-16 00:00:00,"44/3/3 Opp Yamai Tukai Mandir   Pandharpur,PANDHARPUR,Solapur,Maharashtra,413304-India",Unlisted,Active,maharashtra,Indian,24299,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24299PN2022PTC216641,SIKKALGAR AND SON'S AYUR PHARMA PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,100000.0,100000.0,2022-12-05 00:00:00,"FLAT NO 8 BUILDING B KUMAR PARIJAT   S NO 15/5 KONDHWA KD NIBM ROAD,PUNE,Pune,Maharashtra,411048-India",Unlisted,Active,maharashtra,Indian,24299,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24300MH1988PTC046033,AMAR FIBRES PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,500000.0,0.0,1988-01-28 00:00:00,"310, HIMALAYA HOUSE,PALTON ROAD, 3RD FLOOR,,MUMBAI 400 001,Maharashtra,000000-India",Unlisted,Strike Off,maharashtra,Indian,24300,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24300MH2022PTC395055,WISH YOU INB PHARMACEUTICAL PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,1500000.0,100000.0,2022-12-12 00:00:00,"TUKARAM PLAZA, D/104NR   SAMARTH NAGAR, ADIWALI,THANE,Thane,Maharashtra,421306-India",Unlisted,Active,maharashtra,Indian,24300,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24301MH2015PTC268172,CYTELIFE HEALTHCARE SERVICES PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,1000000.0,500000.0,2015-09-07 00:00:00,"BALAJI INDUS PARK, L.S.NO. 119/2&3, 120/1&2   GALA NO C -10, TONDRE VILLAGE,THANE,Thane,Maharashtra,410206-India",Unlisted,Active,maharashtra,Indian,24301,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24302MH2022PTC374717,IVAR CARBONS PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,1500000.0,1500000.0,2022-01-11 00:00:00,"1604, FLOOR-16 TH, PLOT-CS 3/301,LODHA   SUPREMUS,DR E MOSES ROAD,WORLINAKA,WORLI,MUMBAI,Mumbai City,Maharashtra,400018-India",Unlisted,Active,maharashtra,Indian,24302,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24302MH2022PTC380909,REVALTO AGRO INDIA PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,50000.0,2022-04-19 00:00:00,"Shri Parshuram N Rathod C/o AT Jiwati TH   Gadchandur, Korpana,Chandrapur,Chandrapur,Maharashtra,442401-India",Unlisted,Active,maharashtra,Indian,24302,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24303MH2018PLC316335,IACAIL CHEMICALS (INDIA) LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Public,1000000.0,1000000.0,2018-10-25 00:00:00,"SHOP NO 39A/B GR FLR NEXT TO BOMBAY BAZR   SHOURIE SHOPPING COMPLEX J P ROAD,MUMBAI,Mumbai City,Maharashtra,400058-India",Unlisted,Active,maharashtra,Indian,24303,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24303MH2020PTC344254,SRM FORMULATION PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,500000.0,100000.0,2020-08-22 00:00:00,"C4/103 DHRUV GOKULDHAM SUNDERWADI   SHENDRA,AURANGABAD,Aurangabad,Maharashtra,431007-India",Unlisted,Active,maharashtra,Indian,24303,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24303MH2021PTC371241,PLATING PRODUCTS IND PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2021-11-10 00:00:00,"Gala No 116, Saraf Udyog Bhavan   Chincholi Phatak, Malad west,Mumbai,Mumbai City,Maharashtra,400064-India",Unlisted,Active,maharashtra,Indian,24303,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24304MH2016PTC283383,SYBIL INDUSTRIES PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2016-07-08 00:00:00,"A-9, KOLUNGADE CHS,   KOLBAD ROAD,,THANE,Thane,Maharashtra,400601-India",Unlisted,Active,maharashtra,Indian,24304,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24304MH2017FTC300379,THOR CHEMICALS INDIA PRIVATE LIMITED,ROC Mumbai,Company limited by shares,subsidiary of company incorporated outside India,Private,100000000.0,94265040.0,2017-10-04 00:00:00,"FAIRMOUNT CHS LTD,Office No 1702 & 1703,Plot Number 4, 5 and 6,Sector 17,Sanpada,,Thane,Thane,Maharashtra,400705-India",Unlisted,Active,maharashtra,Indian,24304,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24304MH2017PTC291402,KRISHNIYA PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,1000000.0,1000000.0,2017-02-20 00:00:00,"B 302, Crescent Grande, Near Raj Chambers,   Andheri Subway Mogra Cross Road, Andheri, East,Mumbai,Mumbai City,Maharashtra,400069-India",Unlisted,Active,maharashtra,Indian,24304,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24304MH2017PTC292170,ARHAM SPECIALITY PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,1000000.0,100000.0,2017-03-08 00:00:00,"A/301,VIRVANI INDUSTRIAL ESTATE   NEAR W.E. HIGHWAY GOREGAON (E),MUMBAI,Mumbai City,Maharashtra,400063-India",Unlisted,Strike Off,maharashtra,Indian,24304,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24304MH2017PTC298335,CLARA HEALTONATION PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,500000.0,100000.0,2017-08-07 00:00:00,"RSC 1& 2 FLAT NO.1003, MHADA POKHRAN RD-2,THANE 400607 MAHARASHTRA INDIA,Thane,Thane,Maharashtra,400607-India",Unlisted,Active,maharashtra,Indian,24304,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24304MH2017PTC301054,SARVAG AGRO PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,10800000.0,9510000.0,2017-10-23 00:00:00,"Shop No-312, The Pacific, Plot-299,   Sector-13, Shilp Chowk,,Kharghar,,Raigarh,Maharashtra,410210-India",Unlisted,Active,maharashtra,Indian,24304,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24304MH2018PTC307191,AVNOR LIFE SCIENCE PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,500000.0,100000.0,2018-03-27 00:00:00,"B.N.4,F.N.11, Rajbaksha   Vishram Nagar Co Op Housing Society, Raj,NAGPUR,Nagpur,Maharashtra,440009-India",Unlisted,Active,maharashtra,Indian,24304,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24304MH2018PTC312132,NAILO COLOR PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2018-07-23 00:00:00,"41, JEEVAN ARADHANA CHS LTD   PLOT NO. A-6/1, JEEVAN BEEMA NAGAR,BORIVALI-WEST, MUMBAI,Mumbai City,Maharashtra,400103-India",Unlisted,Active,maharashtra,Indian,24304,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24304MH2018PTC315062,AROBIC LIFESCIENCE PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,500000.0,500000.0,2018-09-29 00:00:00,"252, 2007 Motilal Nagar, Part-1   Goregaon West, Behind Ganesh Mandir,MUMBAI,Mumbai City,Maharashtra,400062-India",Unlisted,Active,maharashtra,Indian,24304,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24304MH2019PTC323925,UNI PETRO PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,1000000.0,500000.0,2019-04-10 00:00:00,"S-38, REJIMENTAL PLAZA   NASHIK ROAD,NASHIK,Nashik,Maharashtra,422101-India",Unlisted,Active,maharashtra,Indian,24304,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24304MH2019PTC328538,MONISM MEDICAL TECHNOLOGY PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2019-07-26 00:00:00,"Dattaprabha Enterprise Govt CLNY   Bandra East NR Ahimsa NGR Opp RM no 122,MUMBAI,Mumbai City,Maharashtra,400051-India",Unlisted,Strike Off,maharashtra,Indian,24304,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24304MH2019PTC329387,EXCELLION PHARMA PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2019-08-16 00:00:00,"R 20624, Shikshak Colney,   Morewadi,,BEED,Bid,Maharashtra,431517-India",Unlisted,Active,maharashtra,Indian,24304,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24304MH2019PTC332300,OCTAMED LIFESCIENCES PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,1000000.0,100000.0,2019-10-29 00:00:00,"SURVEY NO.141,PLOT NO 33,   CHATRIBAG ,SECTOR W,AURANGABAD,Aurangabad,Maharashtra,431001-India",Unlisted,Active,maharashtra,Indian,24304,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24304MH2019PTC333085,ATRIVA PHARMACEUTICAL PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,1000000.0,100000.0,2019-11-16 00:00:00,"B S Mali Chawl, R. No. 10, Munshi Mahal,   Water Tank Road, Bhandup West,,MUMBAI,Mumbai City,Maharashtra,400078-India",Unlisted,Active,maharashtra,Indian,24304,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24304MH2020PTC337567,GREENOVOC SPECIALTY COATINGS PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,1000000.0,100000.0,2020-02-12 00:00:00,"Plot No. R-406, TTC INDL area,   S K Formulations, MIDC, Rabale,NAVI MUMBAI,Mumbai City,Maharashtra,400701-India",Unlisted,Active,maharashtra,Indian,24304,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24304MH2021PTC368752,DIPIKA CHEMICALS PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,1000000.0,100000.0,2021-10-04 00:00:00,"414 SHAH NAHAR (WORLI) IND   ESTB WING DR E MOSES RD WORLI,MUMBAI,Mumbai City,Maharashtra,400018-India",Unlisted,Active,maharashtra,Indian,24304,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24304MH2022PTC374646,OCEANIC DYECHEM PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,2500000.0,1000000.0,2022-01-10 00:00:00,"607, WINDFALL BUILDING, SAHAR PLAZA COMP   LEX, NEAR KOHINOOR CONTINENTAL HOTEL, JB,ANDHERIEAST,Mumbai City,Maharashtra,400059-India",Unlisted,Active,maharashtra,Indian,24304,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24304MH2023PTC397681,TRANSCENDENTAL LIFESCIENCE PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,1000000.0,1000000.0,2023-01-16 00:00:00,"5, FLOOR -1, PLOT -23, BOMBAY MUTUAL   CHAMBERS AMBALAL DOSHI MARG, BSE FORT,MUMBAI,Mumbai City,Maharashtra,400001-India",Unlisted,Active,maharashtra,Indian,24304,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24304PN2017PTC172093,SAMRUDHA RAJLAKSHMI ORGANIC LIQUID AND FERTILIZERS PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,100000.0,100000.0,2017-08-18 00:00:00,"CSNO 2699   At Post Sangola,Sangola,Solapur,Maharashtra,413307-India",Unlisted,Strike Off,maharashtra,Indian,24304,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24304PN2020OPC192695,BOX BREAKER IDEAS (OPC) PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,One Person Company,100000.0,25000.0,2020-08-05 00:00:00,"Satyam Estate, Unit No. 11,   S. No. 163/164, Erandvane,,Pune,Pune,Maharashtra,411004-India",Unlisted,Strike Off,maharashtra,Indian,24304,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24304PN2020PTC190758,ATOZ GUMMING WORK INDIA PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,100000.0,100000.0,2020-05-07 00:00:00,"GAT NO. 29/2,CHAKAN MIDC, VARALE KHED,Khed,Pune,Maharashtra,410501-India",Unlisted,Active,maharashtra,Indian,24304,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24304PN2020PTC191529,RIDDHI SIDDHI MICRO MINERALS PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,1000000.0,200000.0,2020-06-27 00:00:00,"CTS NO 90129013   LAYKAR GALLI HATKANANGALE KOLHAPUR,ICHALKARANJI,Kolhapur,Maharashtra,416115-India",Unlisted,Active,maharashtra,Indian,24304,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24311MH2023PTC410620,TEKHNE INDIA TECH PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2023-09-16 00:00:00,"FLAT NO-103, PLOT 48,,SECTOR-15, NAVI MUMBAI,,Rabale,Thane,Maharashtra,400701-India",Unlisted,Active,maharashtra,Indian,24311,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24311MH2024PTC432907,DIMITRI INDUSTRIES PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,500000.0,100000.0,2024-09-30 00:00:00,"P.NO.3 HARIKRUPA HOUSOC P RABHAKAR,L-OUT  JAITALA,Nagpur,Nagpur,Maharashtra,440022-India",Unlisted,Active,maharashtra,Indian,24311,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24319MH2023PTC404287,GLORB DIGITAL MARKETING PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,5000000.0,5000000.0,2023-06-05 00:00:00,"SR. NO.-16 GALA NO-04 B/H,Bhawani mata mandir vasai,Vasai,Thane,Maharashtra,401305-India",Unlisted,Active,maharashtra,Indian,24319,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24319PN2023PTC220014,GLOBALE AIRCON PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,100000.0,100000.0,2023-04-26 00:00:00,"FL NO 07,SAINATH COMPLEX,  WADGAON SHERI,MUNURWAR SOC, PL 53, S 51/3C, PUNE,Pune,Pune,Maharashtra,411014-India",Unlisted,Active,maharashtra,Indian,24319,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24319PN2025PTC240849,SUPREME AUTOCASTS PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,1000000.0,200000.0,2025-04-17 00:00:00,"Plot No 100&101, Khanjire,Ind. Estate, Shahapur,,Hatkanangle,Kolhapur,Maharashtra,416115-India",Unlisted,Active,maharashtra,Indian,24319,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24320MH2024PTC417673,PRAANSHE METALS PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2024-01-19 00:00:00,"A-1, SULOCHNA NIWAS,,KHULLAR APRT BYRAMJI TOWN,Nagpur,Nagpur,Maharashtra,440013-India",Unlisted,Active,maharashtra,Indian,24320,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U24950MH1998PTC113402,MAHA PACK STRAP PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,200000.0,0.0,1998-02-05 00:00:00,"302 SIMPOLI ROADNEAR BANK OF BARODA   OPP SHIV TEMPLE BORIVALI WEST,MUMBAI,Maharashtra,400092-India",Unlisted,Strike Off,maharashtra,Indian,24950,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U25100MH1979PTC021726,CELIA LEATHER PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,200000.0,0.0,1979-09-28 00:00:00,"86/87, ATLANTA, NARIMAN POINT,MUMBAI-400 021.,MUMBAI,Maharashtra,000000-India",Unlisted,Active,maharashtra,Indian,25100,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U25100MH1986PTC039706,PATTEWAR TYRE TRADING PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,500000.0,0.0,1986-04-30 00:00:00,"T-59, MIDC INDUSTRIAL ESTATE,   OPP.N.P.BOYS SCHOOL,NANDED,Maharashtra,000000-India",Unlisted,Strike Off,maharashtra,Indian,25100,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U25110MH1978PTC020085,AJANTA RUBBERS PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,2500000.0,0.0,1978-01-18 00:00:00,"MADHUBAN APARTMENT, `B' WING,ROOM NO.111   BOMBAY-23 ABDUL GAFARKHAN ROAD,,WORLI, MUMBAI-400 018.,Maharashtra,000000-India",Unlisted,Under Liquidation,maharashtra,Indian,25110,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U25110MH1988PTC049781,SUPRIYATA PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,20000000.0,18300000.0,1988-11-25 00:00:00,"Cnergy IT Park, Gr. Floor, Unit No. B2, B3 and B4,   Appa Saheb Marathe Marg, Prabhadevi,,Mumbai,Mumbai City,Maharashtra,400025-India",Unlisted,Active,maharashtra,Indian,25110,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U25110MH1993PTC073465,KWALITY TYRES PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,7500000.0,6500000.0,1993-08-16 00:00:00,"1 Padmavati Commercial Complex   Din Dayal Upadhyay Marg, Mulund west,Mumbai,Maharashtra,400080-India",Unlisted,Active,maharashtra,Indian,25110,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U25110MH1995PLC094533,IQ INFOSYSTEMS LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Public,100000000.0,20.0,1995-11-16 00:00:00,"536 CHAITANYA CLARKE TOWN,NAGPUR 440 004.,NAGPUR,Maharashtra,440004-India",Unlisted,Strike Off,maharashtra,Indian,25110,"Manufacturing (Metals and Chemicals, and products thereof)",Maharashtra,2025-10-19 09:25:13.103484,day3
U52291MH2023PTC411821,MEESANVI INTERNATIONAL PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,10000.0,2023-10-10 00:00:00,"FLAT NO A-702 PLOT, NO 186 SECTOR 10 SANPADA,Thane,Thane,Maharashtra,400705-India",Unlisted,Strike Off,maharashtra,Indian,52291,"Transport, storage and Communications",Maharashtra,2025-10-19 09:25:13.103484,day3
U52291MH2024OPC426647,HYDRACHI TRANSPORT AND LOGISTICS (OPC) PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,One Person Company,100000.0,50000.0,2024-06-06 00:00:00,"34/1, Shiv Res Row Ho,4, Shantinagar Kannad,Kannad,Aurangabad,Maharashtra,431103-India",Unlisted,Active,maharashtra,Indian,52291,"Transport, storage and Communications",Maharashtra,2025-10-19 09:25:13.103484,day3
U52291MH2024PTC423816,THREE PILLERS TOURS AND TRAVEL PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,500000.0,180000.0,2024-04-22 00:00:00,"GROUP NO 9,TAL CHOPDA DIST JALGAON,Jalgaon,Jalgaon,Maharashtra,425107-India",Unlisted,Active,maharashtra,Indian,52291,"Transport, storage and Communications",Maharashtra,2025-10-19 09:25:13.103484,day3
U52291MH2024PTC425805,PASSPORT PARADISE PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2024-05-24 00:00:00,"Floor-2, Plot-264/265,Vaswani Chambers,,Dr Annie Besant  Road,Mumbai,Mumbai,Maharashtra,400030-India",Unlisted,Active,maharashtra,Indian,52291,"Transport, storage and Communications",Maharashtra,2025-10-19 09:25:13.103484,day3
U52291MH2024PTC429562,VBVK TOURS AND TRAVELS PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,100000.0,100000.0,2024-07-26 00:00:00,"206 FLOOR 2 PLOT 84A BROACH BHUVAN DEVJI RATANSI MARG,DANA BUNDER CHINCHBUNDER,Mumbai,Mumbai,Maharashtra,400009-India",Unlisted,Active,maharashtra,Indian,52291,"Transport, storage and Communications",Maharashtra,2025-10-19 09:25:13.103484,day3
U52291PN2023PTC218814,UV MOBILITY PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,100000.0,100000.0,2023-03-20 00:00:00,"Gat Na. 234, Prabhuram Nagar,Haveli, Pune Wagholi (CT),Haveli,Pune,Maharashtra,412207-India",Unlisted,Active,maharashtra,Indian,52291,"Transport, storage and Communications",Maharashtra,2025-10-19 09:25:13.103484,day3
U52291PN2024PTC229558,DREAM WORLD TOURS PRIVATE LIMITED,ROC Pune,Company limited by shares,Non-government company,Private,1500000.0,100000.0,2024-03-28 00:00:00,"FLAT NO.204, BLDG-A,,SHUBHKALYAN,NANDED CITY,,Haveli,Pune,Maharashtra,411041-India",Unlisted,Active,maharashtra,Indian,52291,"Transport, storage and Communications",Maharashtra,2025-10-19 09:25:13.103484,day3
U52292MH2023FTC401969,CROSSOVER TANK CONTAINERS (I) PRIVATE LIMITED,ROC Mumbai,Company limited by shares,subsidiary of company incorporated outside India,Private,10000000.0,9928150.0,2023-04-29 00:00:00,"6th Floor,Office Number 607,,One Platinum, Plot No 8, Sec-15, CBD Belapur, Navi Mumbai,Thane,Thane,Maharashtra,400614-India",Unlisted,Active,maharashtra,Indian,52292,"Transport, storage and Communications",Maharashtra,2025-10-19 09:25:13.103484,day3
U52292MH2023OPC411870,TANISHKA SHIPPING (OPC) PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,One Person Company,100000.0,50000.0,2023-10-11 00:00:00,"Flat No. D/414, MARUTI,PARADISE, PLOT 92 TO 95,,Thane,Thane,Maharashtra,400614-India",Unlisted,Active,maharashtra,Indian,52292,"Transport, storage and Communications",Maharashtra,2025-10-19 09:25:13.103484,day3
U52292MH2023PTC399655,PSG LOGISTICS ASIA PRIVATE LIMITED,ROC Mumbai,Company limited by shares,Non-government company,Private,500000.0,100000.0,2023-03-26 00:00:00,"406 Fourth Floor, Inizio CTS 479, 479/1 TO 479/17, Cardinal Gracious Road,Opp P and G Plaza, Andheri East,Mumbai,Mumbai,Maharashtra,400069-India",Unlisted,Active,maharashtra,Indian,52292,"Transport, storage and Communications",Maharashtra,2025-10-19 09:25:13.103484,day3
